Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
Via Sacco Pescara (PE),Mediocre,25,--,57,--,--,122,116,--,--,2022-04-16
Via Sacco Pescara (PE),Mediocre,22,--,62,--,--,121,113,--,--,2022-04-15
Via Sacco Pescara (PE),Mediocre,22,--,66,--,--,121,108,--,--,2022-04-14
Via Sacco Pescara (PE),Accettabile,17,--,61,--,--,107,102,--,--,2022-04-13
Via Sacco Pescara (PE),Accettabile,12,--,32,--,--,98,94,--,--,2022-04-12
Via Sacco Pescara (PE),Accettabile,19,--,14,--,--,101,100,--,--,2022-04-11
Via Sacco Pescara (PE),Accettabile,13,--,32,--,--,100,86,--,--,2022-04-10
Via Sacco Pescara (PE),Accettabile,21,--,69,--,--,117,110,--,--,2022-04-09
Via Sacco Pescara (PE),Accettabile,26,--,77,--,--,104,100,--,--,2022-04-08
Via Sacco Pescara (PE),Accettabile,18,--,71,--,--,112,107,--,--,2022-04-07
Via Sacco Pescara (PE),Accettabile,21,--,71,--,--,102,96,--,--,2022-04-06
Via Sacco Pescara (PE),Accettabile,14,--,52,--,--,93,90,--,--,2022-04-05
Via Sacco Pescara (PE),Accettabile,10,--,11,--,--,98,94,--,--,2022-04-04
Via Sacco Pescara (PE),Accettabile,13,--,39,--,--,95,91,--,--,2022-04-03
Via Sacco Pescara (PE),Mediocre,43,--,53,--,--,80,71,--,--,2022-04-02
Via Sacco Pescara (PE),Mediocre,49,--,57,--,--,63,50,--,--,2022-04-01
Via Sacco Pescara (PE),Accettabile,32,--,64,--,--,87,83,--,--,2022-03-31
Via Sacco Pescara (PE),Mediocre,46,--,79,--,--,106,102,--,--,2022-03-30
Via Sacco Pescara (PE),Scadente,55,--,79,--,--,119,113,--,--,2022-03-29
Via Sacco Pescara (PE),Mediocre,31,--,102,--,--,125,120,--,--,2022-03-28
Via Sacco Pescara (PE),Mediocre,45,--,108,--,--,132,122,--,--,2022-03-27
Via Sacco Pescara (PE),Mediocre,46,--,113,--,--,138,127,--,--,2022-03-26
Via Sacco Pescara (PE),Mediocre,45,--,111,--,--,120,114,--,--,2022-03-25
Via Sacco Pescara (PE),Mediocre,38,--,99,--,--,116,106,--,--,2022-03-24
Via Sacco Pescara (PE),Accettabile,31,--,55,--,--,112,104,--,--,2022-03-23
Via Sacco Pescara (PE),Accettabile,31,--,74,--,--,100,96,--,--,2022-03-22
Via Sacco Pescara (PE),Accettabile,31,--,77,--,--,101,91,--,--,2022-03-21
Via Sacco Pescara (PE),Mediocre,36,--,50,--,--,78,72,--,--,2022-03-20
Via Sacco Pescara (PE),Mediocre,42,--,89,--,--,93,83,--,--,2022-03-19
Via Sacco Pescara (PE),Mediocre,40,--,102,--,--,112,103,--,--,2022-03-18
Via Sacco Pescara (PE),Mediocre,38,--,97,--,--,113,102,--,--,2022-03-17
Via Sacco Pescara (PE),Accettabile,32,--,100,--,--,112,102,--,--,2022-03-16
Via Sacco Pescara (PE),Accettabile,29,--,82,--,--,110,105,--,--,2022-03-15
Via Sacco Pescara (PE),Accettabile,21,--,60,--,--,96,92,--,--,2022-03-14
Via Sacco Pescara (PE),Accettabile,30,--,92,--,--,99,92,--,--,2022-03-13
Via Sacco Pescara (PE),Accettabile,31,--,89,--,--,103,93,--,--,2022-03-12
Via Sacco Pescara (PE),Accettabile,21,--,69,--,--,92,86,--,--,2022-03-11
Via Sacco Pescara (PE),Accettabile,27,--,30,--,--,84,77,--,--,2022-03-10
Via Sacco Pescara (PE),Accettabile,29,--,50,--,--,81,69,--,--,2022-03-09
Via Sacco Pescara (PE),Accettabile,27,--,24,--,--,88,82,--,--,2022-03-08
Via Sacco Pescara (PE),Accettabile,25,--,32,--,--,88,81,--,--,2022-03-07
Via Sacco Pescara (PE),Accettabile,26,--,51,--,--,101,84,--,--,2022-03-06
Via Sacco Pescara (PE),Accettabile,27,--,95,--,--,96,84,--,--,2022-03-05
Via Sacco Pescara (PE),Accettabile,19,--,95,--,--,84,81,--,--,2022-03-04
Via Sacco Pescara (PE),Accettabile,22,--,30,--,--,76,72,--,--,2022-03-03
Via Sacco Pescara (PE),Accettabile,22,--,44,--,--,78,73,--,--,2022-03-02
Via Sacco Pescara (PE),Accettabile,29,--,13,--,--,75,73,--,--,2022-03-01
Via Sacco Pescara (PE),Accettabile,24,--,48,--,--,78,73,--,--,2022-02-28
Via Sacco Pescara (PE),Accettabile,34,--,86,--,--,86,77,--,--,2022-02-27
Via Sacco Pescara (PE),Accettabile,21,--,68,--,--,93,83,--,--,2022-02-26
Via Sacco Pescara (PE),Accettabile,20,--,95,--,--,87,75,--,--,2022-02-25
Via Sacco Pescara (PE),Accettabile,12,--,33,--,--,85,80,--,--,2022-02-24
Via Sacco Pescara (PE),Accettabile,33,--,67,--,--,77,71,--,--,2022-02-23
Via Sacco Pescara (PE),Scadente,51,--,49,--,--,78,69,--,--,2022-02-22
Via Sacco Pescara (PE),Mediocre,41,--,67,--,--,70,58,--,--,2022-02-21
Via Sacco Pescara (PE),Mediocre,39,--,85,--,--,88,72,--,--,2022-02-20
Via Sacco Pescara (PE),Mediocre,38,--,92,--,--,72,60,--,--,2022-02-19
Via Sacco Pescara (PE),Accettabile,30,--,75,--,--,73,62,--,--,2022-02-18
Via Sacco Pescara (PE),Accettabile,13,--,50,--,--,88,83,--,--,2022-02-17
Via Sacco Pescara (PE),Accettabile,26,--,61,--,--,67,63,--,--,2022-02-16
Via Sacco Pescara (PE),Accettabile,29,--,67,--,--,73,65,--,--,2022-02-15
Via Sacco Pescara (PE),Accettabile,25,--,51,--,--,52,44,--,--,2022-02-14
Via Sacco Pescara (PE),Mediocre,45,--,86,--,--,93,74,--,--,2022-02-13
Via Sacco Pescara (PE),Mediocre,41,--,100,--,--,73,63,--,--,2022-02-12
Via Sacco Pescara (PE),Accettabile,27,--,87,--,--,71,63,--,--,2022-02-11
Via Sacco Pescara (PE),Accettabile,25,--,88,--,--,80,69,--,--,2022-02-10
Via Sacco Pescara (PE),Accettabile,21,--,26,--,--,85,81,--,--,2022-02-09
Via Sacco Pescara (PE),Mediocre,40,--,69,--,--,80,69,--,--,2022-02-08
Via Sacco Pescara (PE),Mediocre,46,--,55,--,--,52,46,--,--,2022-02-07
Via Sacco Pescara (PE),Mediocre,42,--,90,--,--,83,66,--,--,2022-02-06
Via Sacco Pescara (PE),Accettabile,34,--,82,--,--,84,75,--,--,2022-02-05
Via Sacco Pescara (PE),Accettabile,29,--,88,--,--,75,59,--,--,2022-02-04
Via Sacco Pescara (PE),Accettabile,19,--,46,--,--,77,68,--,--,2022-02-03
Via Sacco Pescara (PE),Mediocre,48,--,85,--,--,64,34,--,--,2022-02-02
Via Sacco Pescara (PE),Accettabile,29,--,91,--,--,85,67,--,--,2022-02-01
Via Sacco Pescara (PE),Accettabile,26,--,86,--,--,78,65,--,--,2022-01-31
Via Sacco Pescara (PE),Scadente,61,--,57,--,--,50,41,--,--,2022-01-30
Via Sacco Pescara (PE),Scadente,54,--,80,--,--,53,35,--,--,2022-01-29
Via Sacco Pescara (PE),Mediocre,44,--,85,--,--,63,46,--,--,2022-01-28
Via Sacco Pescara (PE),Accettabile,24,--,83,--,--,73,58,--,--,2022-01-27
Via Sacco Pescara (PE),Accettabile,23,--,56,--,--,63,51,--,--,2022-01-26
Via Sacco Pescara (PE),Mediocre,38,--,85,--,--,67,53,--,--,2022-01-25
Via Sacco Pescara (PE),Accettabile,25,--,80,--,--,76,62,--,--,2022-01-24
Via Sacco Pescara (PE),Mediocre,36,--,62,--,--,52,37,--,--,2022-01-23
Via Sacco Pescara (PE),Mediocre,49,--,96,--,--,56,35,--,--,2022-01-22
Via Sacco Pescara (PE),Accettabile,27,--,80,--,--,73,56,--,--,2022-01-21
Via Sacco Pescara (PE),Accettabile,33,--,80,--,--,59,44,--,--,2022-01-20
Via Sacco Pescara (PE),Scadente,51,--,84,--,--,69,46,--,--,2022-01-19
Via Sacco Pescara (PE),Mediocre,40,--,62,--,--,63,46,--,--,2022-01-18
Via Sacco Pescara (PE),Accettabile,35,--,72,--,--,61,47,--,--,2022-01-17
Via Sacco Pescara (PE),Accettabile,30,--,92,--,--,66,50,--,--,2022-01-16
Via Sacco Pescara (PE),Accettabile,25,--,77,--,--,76,66,--,--,2022-01-15
Via Sacco Pescara (PE),Accettabile,33,--,32,--,--,70,67,--,--,2022-01-14
Via Sacco Pescara (PE),Mediocre,36,--,25,--,--,73,71,--,--,2022-01-13
Via Sacco Pescara (PE),Accettabile,21,--,25,--,--,70,66,--,--,2022-01-12
Via Sacco Pescara (PE),Accettabile,32,--,63,--,--,49,32,--,--,2022-01-11
Via Sacco Pescara (PE),Accettabile,20,--,69,--,--,63,54,--,--,2022-01-10
Via Sacco Pescara (PE),Accettabile,18,--,45,--,--,58,54,--,--,2022-01-09
Via Sacco Pescara (PE),Accettabile,18,--,29,--,--,81,79,--,--,2022-01-08
Via Sacco Pescara (PE),Accettabile,26,--,84,--,--,78,58,--,--,2022-01-07
Via Sacco Pescara (PE),Mediocre,50,--,67,--,--,41,26,--,--,2022-01-06
Via Sacco Pescara (PE),Mediocre,37,--,69,--,--,49,30,--,--,2022-01-05
Via Sacco Pescara (PE),Mediocre,38,--,44,--,--,29,22,--,--,2022-01-04
Via Sacco Pescara (PE),Scadente,58,--,63,--,--,48,33,--,--,2022-01-03
Via Sacco Pescara (PE),Mediocre,44,--,59,--,--,34,23,--,--,2022-01-02
Via Sacco Pescara (PE),Mediocre,42,--,47,--,--,42,31,--,--,2022-01-01
Via Sacco Pescara (PE),Mediocre,48,--,53,--,--,27,24,--,--,2021-12-31
Via Sacco Pescara (PE),Mediocre,45,--,58,--,--,36,22,--,--,2021-12-30
Via Sacco Pescara (PE),Accettabile,25,--,59,--,--,50,35,--,--,2021-12-29
Via Sacco Pescara (PE),Scadente,55,--,39,--,--,69,72,--,--,2021-12-28
Via Sacco Pescara (PE),Buona,9,--,10,--,--,77,76,--,--,2021-12-27
Via Sacco Pescara (PE),Accettabile,13,--,41,--,--,76,72,--,--,2021-12-26
Via Sacco Pescara (PE),Scadente,71,--,70,--,--,43,27,--,--,2021-12-25
Via Sacco Pescara (PE),Scadente,54,--,54,--,--,21,16,--,--,2021-12-24
Via Sacco Pescara (PE),Mediocre,41,--,64,--,--,38,29,--,--,2021-12-23
Via Sacco Pescara (PE),Mediocre,46,--,82,--,--,46,31,--,--,2021-12-22
Via Sacco Pescara (PE),Accettabile,28,--,75,--,--,67,53,--,--,2021-12-21
Via Sacco Pescara (PE),Accettabile,30,--,60,--,--,69,52,--,--,2021-12-20
Via Sacco Pescara (PE),Accettabile,31,--,67,--,--,53,37,--,--,2021-12-19
Via Sacco Pescara (PE),Accettabile,24,--,56,--,--,54,41,--,--,2021-12-18
Via Sacco Pescara (PE),Accettabile,23,--,59,--,--,46,34,--,--,2021-12-17
Via Sacco Pescara (PE),Accettabile,30,--,52,--,--,49,35,--,--,2021-12-16
Via Sacco Pescara (PE),Accettabile,23,--,80,--,--,65,41,--,--,2021-12-15
Via Sacco Pescara (PE),Accettabile,18,--,43,--,--,61,54,--,--,2021-12-14
Via Sacco Pescara (PE),Buona,16,--,33,--,--,68,60,--,--,2021-12-13
Via Sacco Pescara (PE),Accettabile,17,--,57,--,--,66,50,--,--,2021-12-12
Via Sacco Pescara (PE),Accettabile,20,--,69,--,--,81,65,--,--,2021-12-11
Via Sacco Pescara (PE),Mediocre,36,--,84,--,--,69,54,--,--,2021-12-10
Via Sacco Pescara (PE),Accettabile,17,--,61,--,--,66,62,--,--,2021-12-09
Via Sacco Pescara (PE),Buona,20,--,40,--,--,62,54,--,--,2021-12-08
Via Sacco Pescara (PE),Accettabile,15,--,58,--,--,79,76,--,--,2021-12-07
Via Sacco Pescara (PE),Accettabile,17,--,67,--,--,67,50,--,--,2021-12-06
Via Sacco Pescara (PE),Accettabile,17,--,43,--,--,51,48,--,--,2021-12-05
Via Sacco Pescara (PE),Buona,10,--,37,--,--,78,76,--,--,2021-12-04
Via Sacco Pescara (PE),Buona,11,--,27,--,--,77,68,--,--,2021-12-03
Via Sacco Pescara (PE),Accettabile,18,--,72,--,--,62,61,--,--,2021-12-02
Via Sacco Pescara (PE),Accettabile,16,--,56,--,--,72,69,--,--,2021-12-01
Via Sacco Pescara (PE),Buona,4,--,15,--,--,80,76,--,--,2021-11-30
Via Sacco Pescara (PE),Buona,4,--,22,--,--,78,72,--,--,2021-11-29
Via Sacco Pescara (PE),Accettabile,17,--,54,--,--,73,50,--,--,2021-11-28
Via Sacco Pescara (PE),Mediocre,44,--,54,--,--,37,22,--,--,2021-11-27
Via Sacco Pescara (PE),Accettabile,25,--,55,--,--,37,29,--,--,2021-11-26
Via Sacco Pescara (PE),Accettabile,25,--,36,--,--,41,37,--,--,2021-11-25
Via Sacco Pescara (PE),Mediocre,40,--,61,--,--,47,33,--,--,2021-11-24
Via Sacco Pescara (PE),Mediocre,37,--,58,--,--,54,42,--,--,2021-11-23
Via Sacco Pescara (PE),Accettabile,32,--,52,--,--,58,45,--,--,2021-11-22
Via Sacco Pescara (PE),Accettabile,28,--,60,--,--,61,52,--,--,2021-11-21
Via Sacco Pescara (PE),Accettabile,24,--,33,--,--,40,36,--,--,2021-11-20
Via Sacco Pescara (PE),Accettabile,23,--,36,--,--,37,26,--,--,2021-11-19
Via Sacco Pescara (PE),Accettabile,24,--,48,--,--,67,59,--,--,2021-11-18
Via Sacco Pescara (PE),Accettabile,32,--,60,--,--,64,48,--,--,2021-11-17
Via Sacco Pescara (PE),Accettabile,29,--,45,--,--,64,49,--,--,2021-11-16
Via Sacco Pescara (PE),Mediocre,48,--,47,--,--,44,30,--,--,2021-11-15
Via Sacco Pescara (PE),Scadente,54,--,46,--,--,18,14,--,--,2021-11-14
Via Sacco Pescara (PE),Mediocre,37,--,41,--,--,28,20,--,--,2021-11-13
Via Sacco Pescara (PE),Accettabile,23,--,41,--,--,34,29,--,--,2021-11-12
Via Sacco Pescara (PE),Buona,11,--,39,--,--,46,38,--,--,2021-11-11
Via Sacco Pescara (PE),Accettabile,20,--,41,--,--,19,16,--,--,2021-11-10
Via Sacco Pescara (PE),Buona,16,--,37,--,--,50,44,--,--,2021-11-09
Via Sacco Pescara (PE),Buona,13,--,31,--,--,46,42,--,--,2021-11-08
Via Sacco Pescara (PE),Accettabile,13,--,42,--,--,45,50,--,--,2021-11-07
Via Sacco Pescara (PE),Accettabile,10,--,46,--,--,85,82,--,--,2021-11-06
Via Sacco Pescara (PE),Accettabile,18,--,67,--,--,78,68,--,--,2021-11-05
Via Sacco Pescara (PE),Accettabile,18,--,64,--,--,78,65,--,--,2021-11-04
Via Sacco Pescara (PE),Mediocre,36,--,52,--,--,68,54,--,--,2021-11-03
Via Sacco Pescara (PE),Accettabile,30,--,40,--,--,92,84,--,--,2021-11-02
Via Sacco Pescara (PE),Accettabile,33,--,72,--,--,82,71,--,--,2021-11-01
Via Sacco Pescara (PE),Accettabile,32,--,82,--,--,91,77,--,--,2021-10-31
Via Sacco Pescara (PE),Accettabile,28,--,83,--,--,92,78,--,--,2021-10-30
Via Sacco Pescara (PE),Accettabile,23,--,75,--,--,79,71,--,--,2021-10-29
Via Sacco Pescara (PE),Buona,20,--,n.d.,--,--,n.d.,n.d.,--,--,2021-10-28
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2021-10-27
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2021-10-26
Via Sacco Pescara (PE),Accettabile,26,--,40,--,--,72,61,--,--,2021-10-25
Via Sacco Pescara (PE),Accettabile,25,--,69,--,--,77,72,--,--,2021-10-24
Via Sacco Pescara (PE),Accettabile,22,--,76,--,--,94,81,--,--,2021-10-23
Via Sacco Pescara (PE),Accettabile,23,--,74,--,--,101,86,--,--,2021-10-22
Via Sacco Pescara (PE),Accettabile,21,--,80,--,--,105,91,--,--,2021-10-21
Via Sacco Pescara (PE),Accettabile,6,--,71,--,--,97,85,--,--,2021-10-20
Via Sacco Pescara (PE),Accettabile,17,--,52,--,--,81,72,--,--,2021-10-19
Via Sacco Pescara (PE),Accettabile,16,--,47,--,--,83,77,--,--,2021-10-18
Via Sacco Pescara (PE),Accettabile,15,--,42,--,--,85,79,--,--,2021-10-17
Via Sacco Pescara (PE),Buona,11,--,18,--,--,78,74,--,--,2021-10-16
Via Sacco Pescara (PE),Buona,14,--,39,--,--,77,73,--,--,2021-10-15
Via Sacco Pescara (PE),Accettabile,17,--,74,--,--,85,79,--,--,2021-10-14
Via Sacco Pescara (PE),Buona,7,--,21,--,--,68,57,--,--,2021-10-13
Via Sacco Pescara (PE),Buona,7,--,11,--,--,59,55,--,--,2021-10-12
Via Sacco Pescara (PE),Buona,10,--,39,--,--,58,52,--,--,2021-10-11
Via Sacco Pescara (PE),Buona,11,--,17,--,--,78,58,--,--,2021-10-10
Via Sacco Pescara (PE),Accettabile,7,--,36,--,--,82,71,--,--,2021-10-09
Via Sacco Pescara (PE),Accettabile,13,--,55,--,--,73,63,--,--,2021-10-08
Via Sacco Pescara (PE),Accettabile,21,--,49,--,--,86,83,--,--,2021-10-07
Via Sacco Pescara (PE),Accettabile,21,--,74,--,--,105,98,--,--,2021-10-06
Via Sacco Pescara (PE),Accettabile,19,--,45,--,--,108,101,--,--,2021-10-05
Via Sacco Pescara (PE),Accettabile,14,--,62,--,--,100,92,--,--,2021-10-04
Via Sacco Pescara (PE),Buona,13,--,n.d.,--,--,n.d.,n.d.,--,--,2021-10-03
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2021-10-02
Via Sacco Pescara (PE),Accettabile,22,--,64,--,--,106,99,--,--,2021-10-01
Via Sacco Pescara (PE),Accettabile,26,--,49,--,--,101,95,--,--,2021-09-30
Via Sacco Pescara (PE),Accettabile,27,--,56,--,--,87,85,--,--,2021-09-29
Via Sacco Pescara (PE),Accettabile,23,--,29,--,--,118,109,--,--,2021-09-28
Via Sacco Pescara (PE),Accettabile,18,--,60,--,--,119,113,--,--,2021-09-27
Via Sacco Pescara (PE),Accettabile,16,--,61,--,--,111,102,--,--,2021-09-26
Via Sacco Pescara (PE),Buona,14,--,n.d.,--,--,n.d.,n.d.,--,--,2021-09-25
Via Sacco Pescara (PE),Accettabile,n.d.,--,52,--,--,101,95,--,--,2021-09-24
Via Sacco Pescara (PE),Accettabile,12,--,35,--,--,89,86,--,--,2021-09-23
Via Sacco Pescara (PE),Accettabile,12,--,41,--,--,95,90,--,--,2021-09-22
Via Sacco Pescara (PE),Accettabile,12,--,26,--,--,102,95,--,--,2021-09-21
Via Sacco Pescara (PE),Accettabile,19,--,37,--,--,97,92,--,--,2021-09-20
Via Sacco Pescara (PE),Mediocre,37,--,49,--,--,90,85,--,--,2021-09-19
Via Sacco Pescara (PE),Accettabile,31,--,72,--,--,108,97,--,--,2021-09-18
Via Sacco Pescara (PE),Mediocre,25,--,91,--,--,126,117,--,--,2021-09-17
Via Sacco Pescara (PE),Mediocre,26,--,65,--,--,139,132,--,--,2021-09-16
Via Sacco Pescara (PE),Mediocre,25,--,89,--,--,140,132,--,--,2021-09-15
Via Sacco Pescara (PE),Mediocre,23,--,63,--,--,133,127,--,--,2021-09-14
Via Sacco Pescara (PE),Accettabile,20,--,59,--,--,118,112,--,--,2021-09-13
Via Sacco Pescara (PE),Mediocre,21,--,44,--,--,124,116,--,--,2021-09-12
Via Sacco Pescara (PE),Mediocre,24,--,58,--,--,121,116,--,--,2021-09-11
Via Sacco Pescara (PE),Mediocre,23,--,72,--,--,126,122,--,--,2021-09-10
Via Sacco Pescara (PE),Accettabile,22,--,63,--,--,120,118,--,--,2021-09-09
Via Sacco Pescara (PE),Accettabile,18,--,42,--,--,119,112,--,--,2021-09-08
Via Sacco Pescara (PE),Accettabile,15,--,48,--,--,117,113,--,--,2021-09-07
Via Sacco Pescara (PE),Accettabile,15,--,43,--,--,106,104,--,--,2021-09-06
Via Sacco Pescara (PE),Accettabile,16,--,62,--,--,103,100,--,--,2021-09-05
Via Sacco Pescara (PE),Accettabile,17,--,58,--,--,98,95,--,--,2021-09-04
Via Sacco Pescara (PE),Accettabile,12,--,34,--,--,114,109,--,--,2021-09-03
Via Sacco Pescara (PE),Accettabile,10,--,43,--,--,102,99,--,--,2021-09-02
Via Sacco Pescara (PE),Accettabile,8,--,31,--,--,92,89,--,--,2021-09-01
Via Sacco Pescara (PE),Accettabile,8,--,39,--,--,90,87,--,--,2021-08-31
Via Sacco Pescara (PE),Accettabile,6,--,24,--,--,99,89,--,--,2021-08-30
Via Sacco Pescara (PE),Accettabile,11,--,50,--,--,112,110,--,--,2021-08-29
Via Sacco Pescara (PE),Accettabile,5,--,25,--,--,102,97,--,--,2021-08-28
Via Sacco Pescara (PE),Accettabile,12,--,25,--,--,87,83,--,--,2021-08-27
Via Sacco Pescara (PE),Accettabile,15,--,37,--,--,103,96,--,--,2021-08-26
Via Sacco Pescara (PE),Accettabile,21,--,70,--,--,116,108,--,--,2021-08-25
Via Sacco Pescara (PE),Mediocre,14,--,62,--,--,121,112,--,--,2021-08-24
Via Sacco Pescara (PE),Accettabile,10,--,51,--,--,113,109,--,--,2021-08-23
Via Sacco Pescara (PE),Accettabile,11,--,31,--,--,113,102,--,--,2021-08-22
Via Sacco Pescara (PE),Accettabile,10,--,40,--,--,108,104,--,--,2021-08-21
Via Sacco Pescara (PE),Accettabile,10,--,31,--,--,101,97,--,--,2021-08-20
Via Sacco Pescara (PE),Accettabile,25,--,45,--,--,117,110,--,--,2021-08-19
Via Sacco Pescara (PE),Mediocre,36,--,59,--,--,146,132,--,--,2021-08-18
Via Sacco Pescara (PE),Accettabile,13,--,93,--,--,117,113,--,--,2021-08-17
Via Sacco Pescara (PE),Accettabile,21,--,56,--,--,120,117,--,--,2021-08-16
Via Sacco Pescara (PE),Accettabile,25,--,53,--,--,111,103,--,--,2021-08-15
Via Sacco Pescara (PE),Mediocre,27,--,67,--,--,123,120,--,--,2021-08-14
Via Sacco Pescara (PE),Mediocre,26,--,35,--,--,129,110,--,--,2021-08-13
Via Sacco Pescara (PE),Accettabile,30,--,45,--,--,91,78,--,--,2021-08-12
Via Sacco Pescara (PE),Accettabile,26,--,44,--,--,110,102,--,--,2021-08-11
Via Sacco Pescara (PE),Accettabile,20,--,49,--,--,107,99,--,--,2021-08-10
Via Sacco Pescara (PE),Accettabile,20,--,47,--,--,110,106,--,--,2021-08-09
Via Sacco Pescara (PE),Accettabile,16,--,52,--,--,109,104,--,--,2021-08-08
Via Sacco Pescara (PE),Accettabile,22,--,25,--,--,108,104,--,--,2021-08-07
Via Sacco Pescara (PE),Accettabile,18,--,47,--,--,115,104,--,--,2021-08-06
Via Sacco Pescara (PE),Accettabile,17,--,45,--,--,105,101,--,--,2021-08-05
Via Sacco Pescara (PE),Accettabile,26,--,33,--,--,106,102,--,--,2021-08-04
Via Sacco Pescara (PE),Accettabile,34,--,22,--,--,114,111,--,--,2021-08-03
Via Sacco Pescara (PE),Mediocre,21,--,55,--,--,148,139,--,--,2021-08-02
Via Sacco Pescara (PE),Mediocre,29,--,63,--,--,149,132,--,--,2021-08-01
Via Sacco Pescara (PE),Mediocre,31,--,61,--,--,130,126,--,--,2021-07-31
Via Sacco Pescara (PE),Mediocre,30,--,74,--,--,135,124,--,--,2021-07-30
Via Sacco Pescara (PE),Mediocre,27,--,54,--,--,132,119,--,--,2021-07-29
Via Sacco Pescara (PE),Accettabile,32,--,60,--,--,118,107,--,--,2021-07-28
Via Sacco Pescara (PE),Accettabile,25,--,52,--,--,117,109,--,--,2021-07-27
Via Sacco Pescara (PE),Mediocre,22,--,44,--,--,136,124,--,--,2021-07-26
Via Sacco Pescara (PE),Accettabile,19,--,49,--,--,118,115,--,--,2021-07-25
Via Sacco Pescara (PE),Accettabile,19,--,71,--,--,109,100,--,--,2021-07-24
Via Sacco Pescara (PE),Accettabile,22,--,57,--,--,103,101,--,--,2021-07-23
Via Sacco Pescara (PE),Accettabile,21,--,42,--,--,105,100,--,--,2021-07-22
Via Sacco Pescara (PE),Accettabile,18,--,26,--,--,92,87,--,--,2021-07-21
Via Sacco Pescara (PE),Accettabile,20,--,21,--,--,109,103,--,--,2021-07-20
Via Sacco Pescara (PE),Buona,7,--,28,--,--,80,74,--,--,2021-07-19
Via Sacco Pescara (PE),Accettabile,16,--,43,--,--,107,104,--,--,2021-07-18
Via Sacco Pescara (PE),Accettabile,20,--,27,--,--,100,98,--,--,2021-07-17
Via Sacco Pescara (PE),Accettabile,35,--,25,--,--,96,89,--,--,2021-07-16
Via Sacco Pescara (PE),Mediocre,47,--,50,--,--,113,93,--,--,2021-07-15
Via Sacco Pescara (PE),Mediocre,16,--,46,--,--,127,114,--,--,2021-07-14
Via Sacco Pescara (PE),Mediocre,15,--,36,--,--,122,119,--,--,2021-07-13
Via Sacco Pescara (PE),Mediocre,9,--,26,--,--,129,125,--,--,2021-07-12
Via Sacco Pescara (PE),Accettabile,20,--,34,--,--,114,106,--,--,2021-07-11
Via Sacco Pescara (PE),Accettabile,12,--,57,--,--,107,92,--,--,2021-07-10
Via Sacco Pescara (PE),Accettabile,10,--,55,--,--,106,94,--,--,2021-07-09
Via Sacco Pescara (PE),Accettabile,14,--,57,--,--,112,105,--,--,2021-07-08
Via Sacco Pescara (PE),Accettabile,15,--,17,--,--,112,104,--,--,2021-07-07
Via Sacco Pescara (PE),Mediocre,16,--,31,--,--,123,112,--,--,2021-07-06
Via Sacco Pescara (PE),Accettabile,13,--,45,--,--,108,104,--,--,2021-07-05
Via Sacco Pescara (PE),Accettabile,17,--,50,--,--,120,110,--,--,2021-07-04
Via Sacco Pescara (PE),Accettabile,16,--,42,--,--,110,106,--,--,2021-07-03
Via Sacco Pescara (PE),Accettabile,30,--,35,--,--,95,93,--,--,2021-07-02
Via Sacco Pescara (PE),Accettabile,26,--,50,--,--,109,106,--,--,2021-07-01
Via Sacco Pescara (PE),Accettabile,19,--,40,--,--,117,105,--,--,2021-06-30
Via Sacco Pescara (PE),Mediocre,12,--,39,--,--,121,112,--,--,2021-06-29
Via Sacco Pescara (PE),Accettabile,14,--,34,--,--,119,109,--,--,2021-06-28
Via Sacco Pescara (PE),Accettabile,28,--,34,--,--,102,96,--,--,2021-06-27
Via Sacco Pescara (PE),Scadente,52,--,28,--,--,100,85,--,--,2021-06-26
Via Sacco Pescara (PE),Mediocre,45,--,32,--,--,87,83,--,--,2021-06-25
Via Sacco Pescara (PE),Mediocre,48,--,39,--,--,96,87,--,--,2021-06-24
Via Sacco Pescara (PE),Scadente,55,--,53,--,--,109,97,--,--,2021-06-23
Via Sacco Pescara (PE),Mediocre,38,--,46,--,--,116,111,--,--,2021-06-22
Via Sacco Pescara (PE),Mediocre,22,--,47,--,--,121,116,--,--,2021-06-21
Via Sacco Pescara (PE),Mediocre,19,--,45,--,--,127,110,--,--,2021-06-20
Via Sacco Pescara (PE),Mediocre,17,--,43,--,--,132,120,--,--,2021-06-19
Via Sacco Pescara (PE),Mediocre,17,--,53,--,--,123,119,--,--,2021-06-18
Via Sacco Pescara (PE),Accettabile,15,--,64,--,--,110,103,--,--,2021-06-17
Via Sacco Pescara (PE),Accettabile,14,--,38,--,--,108,104,--,--,2021-06-16
Via Sacco Pescara (PE),Mediocre,15,--,45,--,--,122,117,--,--,2021-06-15
Via Sacco Pescara (PE),Mediocre,16,--,41,--,--,125,121,--,--,2021-06-14
Via Sacco Pescara (PE),Mediocre,18,--,43,--,--,126,124,--,--,2021-06-13
